ID;date;shipping_cost;total_order_cost;shipping_method;payment_method;destination_province;origin_province
10321492742;21/7/2019;100;1884;custom;mercadopago;Capital Federal;Capital Federal
10321494007;21/7/2019;0;3984;custom;mercadopago;Capital Federal;Capital Federal
10321501390;21/7/2019;0;6859;custom;mercadopago;Capital Federal;Capital Federal
10321536833;21/7/2019;100;2284;custom;mercadopago;Capital Federal;Capital Federal
10321572069;21/7/2023;100;2740;custom;mercadopago;Capital Federal;Capital Federal
10321729573;21/7/2019;0;5150;custom;mercadopago;Capital Federal;Capital Federal
10321921922;21/7/2019;0;3065;custom;mercadopago;Capital Federal;Capital Federal
10321927856;21/7/2019;0;9238;custom;mercadopago;Capital Federal;Capital Federal
10322138398;21/7/2020;100;1728;custom;mercadopago;Capital Federal;Capital Federal
10322149668;21/7/2019;0;6315;custom;mercadopago;Capital Federal;Capital Federal
10322178993;21/7/2019;0;985;branch;mercadopago;Capital Federal;Capital Federal
10322190677;21/7/2019;0;3173;custom;mercadopago;Capital Federal;Capital Federal
10322195001;21/7/2019;0;1279;branch;mercadopago;Capital Federal;Capital Federal
10322227914;21/7/2019;0;1279;branch;mercadopago;Capital Federal;Capital Federal
10322247280;21/7/2019;0;3175;custom;mercadopago;Capital Federal;Capital Federal
10322254433;21/7/2019;0;3705;custom;mercadopago;Capital Federal;Capital Federal
10322276720;21/7/2019;0;5562;custom;mercadopago;Capital Federal;Capital Federal
10322319569;21/7/2019;0;925;branch;mercadopago;Capital Federal;Capital Federal
10322376678;21/7/2019;0;3996;custom;mercadopago;Capital Federal;Capital Federal
10322442274;21/7/2019;0;180;branch;mercadopago;Capital Federal;Capital Federal
10322655047;21/7/2019;0;3370;custom;mercadopago;Capital Federal;Capital Federal
10322901078;21/7/2019;0;4877;custom;mercadopago;Capital Federal;Capital Federal
10322918397;21/7/2019;0;3700;branch;mercadopago;Capital Federal;Capital Federal
10323169626;21/7/2019;0;3370;branch;mercadopago;Capital Federal;Capital Federal
10323542318;21/7/2019;0;8395;custom;mercadopago;Capital Federal;Capital Federal
10323708332;21/7/2019;0;2505;branch;mercadopago;Capital Federal;Capital Federal
10323899830;21/7/2019;0;3942;custom;mercadopago;Capital Federal;Capital Federal
10324075182;21/7/2019;175;4270;custom;mercadopago;Gran Buenos Aires;Capital Federal
9951361309;21/7/2001;0;5880;branch;mercadopago;Capital Federal;Capital Federal
10003429997;21/7/2002;0;2890;branch;mercadopago;Gran Buenos Aires;Capital Federal
10045465441;21/7/2015;276,71;3227;nube-envios;mercadopago;Capital Federal;Capital Federal
10046237666;21/7/2015;591,17;12371;nube-envios;mercadopago;Tucumán;Capital Federal
10082248513;21/7/2015;0;3050;branch;mercadopago;Capital Federal;Capital Federal
10100405518;21/7/2001;0;2508;draft;not-provided;;Capital Federal
10100856548;21/7/2001;450,01;7400;nube-envios;mercadopago;Santiago del Estero;Capital Federal
10116091518;21/7/2014;566,01;3516;nube-envios;mercadopago;Buenos Aires;Capital Federal
10148667154;21/7/2015;566,01;3616;nube-envios;mercadopago;Buenos Aires;Capital Federal
10167159522;21/7/2013;396,9;5477;nube-envios;mercadopago;Gran Buenos Aires;Capital Federal
10171047994;21/7/2007;0;3550;branch;mercadopago;Capital Federal;Capital Federal
10176662823;21/7/2007;0;3650;branch;mercadopago;Capital Federal;Capital Federal
10187642103;21/7/2008;396,9;9597;nube-envios;mercadopago;Gran Buenos Aires;Capital Federal
10189794558;21/7/2008;396,9;7347;nube-envios;mercadopago;Gran Buenos Aires;Capital Federal
10190131209;21/7/2008;0;2250;draft;not-provided;;Capital Federal
10192050536;21/7/2008;396,9;7347;nube-envios;mercadopago;Gran Buenos Aires;Capital Federal
10193222110;21/7/2013;396,9;6247;nube-envios;mercadopago;Gran Buenos Aires;Capital Federal
10194739420;21/7/2008;357,77;7308;nube-envios;mercadopago;Gran Buenos Aires;Capital Federal
10197501099;21/7/2009;0;2250;branch;mercadopago;Capital Federal;Capital Federal
10201609106;21/7/2009;0;3050;branch;mercadopago;Capital Federal;Capital Federal
10203963892;21/7/2009;424,86;7375;nube-envios;mercadopago;Buenos Aires;Capital Federal
10204555521;21/7/2023;276,71;7227;nube-envios;mercadopago;Capital Federal;Capital Federal
10209542404;21/7/2010;396,9;7347;nube-envios;mercadopago;Gran Buenos Aires;Capital Federal
10211405588;21/7/2013;276,71;7227;nube-envios;mercadopago;Capital Federal;Capital Federal
10214186541;21/7/2010;0;6950;branch;mercadopago;Capital Federal;Capital Federal
10225395269;21/7/2011;598,15;7548;nube-envios;mercadopago;Neuquén;Capital Federal
10228222751;21/7/2012;396,9;7347;nube-envios;mercadopago;Gran Buenos Aires;Capital Federal
10247553492;21/7/2014;591,17;9421;nube-envios;mercadopago;Tucumán;Capital Federal
10253083382;21/7/2016;276,71;3227;nube-envios;mercadopago;Capital Federal;Capital Federal
10262997417;21/7/2014;396,9;10627;nube-envios;mercadopago;Gran Buenos Aires;Capital Federal
10264373231;21/7/2014;459,8;6560;nube-envios;mercadopago;La Pampa;Capital Federal
10264377164;21/7/2014;566,01;3616;nube-envios;mercadopago;Mendoza;Capital Federal
10264427718;21/7/2014;0;3050;branch;mercadopago;Gran Buenos Aires;Capital Federal
10264449177;21/7/2014;0;3050;branch;mercadopago;Capital Federal;Capital Federal
10264511323;21/7/2014;0;2950;branch;mercadopago;Gran Buenos Aires;Capital Federal
10264534967;21/7/2014;566,01;3616;nube-envios;mercadopago;Córdoba;Capital Federal
10264559002;21/7/2014;424,86;7375;nube-envios;mercadopago;Mendoza;Capital Federal
10264589638;21/7/2014;0;2950;branch;mercadopago;Capital Federal;Capital Federal
10264627772;21/7/2014;424,86;3375;nube-envios;mercadopago;Buenos Aires;Capital Federal
10264642354;21/7/2014;566,01;3516;nube-envios;mercadopago;Buenos Aires;Capital Federal
10264721589;21/7/2014;396,9;3447;nube-envios;mercadopago;Buenos Aires;Capital Federal
10264786380;21/7/2014;276,71;3227;nube-envios;mercadopago;Capital Federal;Capital Federal
10264802641;21/7/2014;566,01;3516;nube-envios;mercadopago;Buenos Aires;Capital Federal
10264820926;21/7/2014;0;2950;branch;mercadopago;Gran Buenos Aires;Capital Federal
10264891145;21/7/2014;276,71;3327;nube-envios;mercadopago;Capital Federal;Capital Federal
10264918676;21/7/2016;0;2950;branch;mercadopago;Capital Federal;Capital Federal
10264985445;21/7/2014;276,71;3327;nube-envios;mercadopago;Capital Federal;Capital Federal
10264988389;21/7/2014;0;2800;branch;mercadopago;Gran Buenos Aires;Capital Federal
10264990597;21/7/2014;0;3050;branch;mercadopago;Capital Federal;Capital Federal
10265092855;21/7/2014;0;3050;branch;mercadopago;Capital Federal;Capital Federal
10265100997;21/7/2014;424,86;3475;nube-envios;mercadopago;Córdoba;Capital Federal
10265103941;21/7/2014;0;3050;branch;mercadopago;Capital Federal;Capital Federal
10265148538;21/7/2014;0;3050;branch;mercadopago;Gran Buenos Aires;Capital Federal
10265205578;21/7/2014;0;3050;branch;mercadopago;Gran Buenos Aires;Capital Federal
10265211627;21/7/2014;0;2950;branch;mercadopago;Gran Buenos Aires;Capital Federal
10265251072;21/7/2014;0;2950;branch;mercadopago;Gran Buenos Aires;Capital Federal
10265267816;21/7/2014;424,86;5725;nube-envios;mercadopago;Córdoba;Capital Federal
10265327731;21/7/2015;0;2950;branch;mercadopago;Capital Federal;Capital Federal
10265451425;21/7/2016;276,71;3227;nube-envios;mercadopago;Capital Federal;Capital Federal
10265463822;21/7/2014;357,77;3408;nube-envios;mercadopago;Gran Buenos Aires;Capital Federal
10265482521;21/7/2014;0;3050;branch;mercadopago;Gran Buenos Aires;Capital Federal
10279732493;21/7/2015;390,61;3790;122679;custom;Santa Fe;Capital Federal
10280507754;21/7/2015;0;13199;122679;mercadopago;Capital Federal;Capital Federal
10281693542;21/7/2016;551,14;4450;122679;mercadopago;Buenos Aires;Capital Federal
10281708722;21/7/2016;299;3698;custom;mercadopago;Capital Federal;Capital Federal
10283044194;21/7/2016;0;3899;branch;mercadopago;Capital Federal;Capital Federal
10284272854;21/7/2023;333,14;3732;122679;mercadopago;Gran Buenos Aires;Capital Federal
10286029801;21/7/2016;390,61;3790;122679;mercadopago;Buenos Aires;Capital Federal
10286718375;21/7/2016;353,1;4352;122679;mercadopago;Gran Buenos Aires;Capital Federal
10286935357;21/7/2022;390,61;3790;122679;mercadopago;Buenos Aires;Capital Federal
10287278839;21/7/2016;0;3399;branch;mercadopago;Buenos Aires;Capital Federal
10287554540;21/7/2019;299;3698;custom;custom;Capital Federal;Capital Federal
10288518700;21/7/2016;299;3698;custom;mercadopago;Capital Federal;Capital Federal
10290266838;21/7/2016;299;3698;custom;mercadopago;Capital Federal;Capital Federal
10292751022;21/7/2017;507,47;4506;122679;mercadopago;Gran Buenos Aires;Capital Federal
10294049464;21/7/2017;333,14;3732;122679;mercadopago;Gran Buenos Aires;Capital Federal
10297784296;21/7/2019;333,14;3732;122679;custom;Gran Buenos Aires;Capital Federal
10300507565;21/7/2017;356,4;8154;122679;custom;Gran Buenos Aires;Capital Federal
10301054643;21/7/2017;0;3999;branch;mercadopago;Capital Federal;Capital Federal
10306249952;21/7/2018;505,13;3904;122679;mercadopago;Gran Buenos Aires;Capital Federal
10307932586;21/7/2018;356,4;8605;122679;mercadopago;Gran Buenos Aires;Capital Federal
10308194625;21/7/2018;0;3399;branch;mercadopago;Capital Federal;Capital Federal
10308416644;21/7/2018;551,14;4550;122679;custom;Buenos Aires;Capital Federal
10309520437;21/7/2018;333,14;3732;122679;mercadopago;Gran Buenos Aires;Capital Federal
10311132093;21/7/2018;299;12398;custom;mercadopago;Capital Federal;Capital Federal
10311260410;21/7/2018;0;2999;branch;mercadopago;Gran Buenos Aires;Capital Federal
10315212776;21/7/2018;333,14;3732;122679;mercadopago;Buenos Aires;Capital Federal
10317307018;21/7/2019;333,14;4683;122679;mercadopago;Capital Federal;Capital Federal
10323291181;21/7/2019;538,26;4888;122679;custom;Buenos Aires;Capital Federal
10331669230;21/7/2020;538,26;3937;122679;mercadopago;Buenos Aires;Capital Federal
10332257294;21/7/2020;0;2599;branch;mercadopago;Gran Buenos Aires;Capital Federal
10335448222;21/7/2020;551,14;6549;122679;mercadopago;Buenos Aires;Capital Federal
10337454029;21/7/2020;505,13;3104;122679;mercadopago;Gran Buenos Aires;Capital Federal
10339215737;21/7/2020;0;4350;branch;mercadopago;Gran Buenos Aires;Capital Federal
10351111498;21/7/2023;333,14;3732;122679;mercadopago;Capital Federal;Capital Federal
10351476577;21/7/2021;299;3298;custom;mercadopago;Capital Federal;Capital Federal
10359832270;21/7/2022;441,76;3041;122679;mercadopago;Buenos Aires;Capital Federal
10361997743;21/7/2022;538,26;3937;122679;mercadopago;Entre Ríos;Capital Federal
10362674311;21/7/2022;299;4198;custom;mercadopago;Capital Federal;Capital Federal
10362959833;21/7/2022;299;3698;custom;mercadopago;Capital Federal;Capital Federal
10364323664;21/7/2022;353,1;4352;122679;mercadopago;Gran Buenos Aires;Capital Federal
10365126433;21/7/2022;580,39;4479;122679;mercadopago;Santa Cruz;Capital Federal
10365378329;21/7/2022;299;6417;custom;custom;Capital Federal;Capital Federal
10368377253;21/7/2023;507,47;4506;122679;mercadopago;Gran Buenos Aires;Capital Federal
10369084388;21/7/2023;507,47;3106;122679;mercadopago;Gran Buenos Aires;Capital Federal
10371175065;21/7/2023;299;3698;custom;mercadopago;Capital Federal;Capital Federal
10371900278;21/7/2023;333,14;3392;122679;custom;Gran Buenos Aires;Capital Federal
10373415886;21/7/2023;0;3059;branch;custom;Capital Federal;Capital Federal
10376021326;21/7/2023;0;3399;branch;mercadopago;Capital Federal;Capital Federal
10377216015;21/7/2023;505,13;3904;122679;mercadopago;Gran Buenos Aires;Capital Federal
10380659046;21/7/2024;0;3399;branch;mercadopago;Gran Buenos Aires;Capital Federal
10384558144;21/7/2024;509,75;7808;122679;mercadopago;Capital Federal;Capital Federal
10389341500;21/7/2025;538,26;3937;122679;mercadopago;Buenos Aires;Capital Federal
6573845464;21/7/2002;280;4104;custom;mercadopago;Capital Federal;Capital Federal
9344833231;21/7/2002;545;2137;correo-argentino;mercadopago;Buenos Aires;Capital Federal
9615764215;21/7/2002;280;2270;custom;mercadopago;Capital Federal;Capital Federal
9835947309;21/7/2006;0;3990;oca;mercadopago;Buenos Aires;Capital Federal
9837575893;21/7/2007;755;3410;correo-argentino;mercadopago;Córdoba;Capital Federal
9854971736;21/7/2007;545;3745;correo-argentino;mercadopago;Buenos Aires;Capital Federal
9869946875;21/7/2006;755;8915;correo-argentino;mercadopago;Santa Cruz;Capital Federal
9877192910;21/7/2019;0;4670;branch;mercadopago;Gran Buenos Aires;Capital Federal
10090659797;21/7/2001;755;4655;correo-argentino;mercadopago;San Luis;Capital Federal
10133928133;21/7/2004;0;13280;oca;mercadopago;Santa Fe;Capital Federal
10134235942;21/7/2004;0;7790;andreani;mercadopago;Gran Buenos Aires;Capital Federal
10134423553;21/7/2004;0;9290;andreani;custom;Gran Buenos Aires;Capital Federal
10134566958;21/7/2007;397;3987;andreani;mercadopago;Gran Buenos Aires;Capital Federal
10134813978;21/7/2004;0;7990;andreani;mercadopago;Santa Fe;Capital Federal
10134970148;21/7/2004;401;2681;andreani;mercadopago;Buenos Aires;Capital Federal
10134980521;21/7/2004;570;6060;custom;mercadopago;Gran Buenos Aires;Capital Federal
10134982384;21/7/2004;338;4528;andreani;mercadopago;Mendoza;Capital Federal
10135410874;21/7/2004;0;7990;andreani;mercadopago;Gran Buenos Aires;Capital Federal
10135554463;21/7/2004;0;10766;andreani;custom;Jujuy;Capital Federal
10135680756;21/7/2004;401;5113;andreani;mercadopago;Gran Buenos Aires;Capital Federal
10136140940;21/7/2004;570;6627;custom;mercadopago;Gran Buenos Aires;Capital Federal
10136275145;21/7/2005;570;11072;custom;mercadopago;Gran Buenos Aires;Capital Federal
10136398310;21/7/2005;543;2523;andreani;mercadopago;Neuquén;Capital Federal
10136572190;21/7/2004;570;10260;custom;mercadopago;Gran Buenos Aires;Capital Federal
10136686316;21/7/2004;0;7990;oca;mercadopago;Capital Federal;Capital Federal
10136798740;21/7/2004;0;8190;andreani;mercadopago;Santa Fe;Capital Federal
10136894857;21/7/2004;0;16470;andreani;mercadopago;Gran Buenos Aires;Capital Federal
10137098430;21/7/2004;0;8590;custom;mercadopago;Capital Federal;Capital Federal
10137142544;21/7/2004;0;8190;andreani;mercadopago;Capital Federal;Capital Federal
10137238224;21/7/2004;300;2814;custom;mercadopago;Capital Federal;Capital Federal
10137375235;21/7/2004;0;7990;oca;mercadopago;Córdoba;Capital Federal
10137439175;21/7/2004;459,55;3883;oca;mercadopago;Gran Buenos Aires;Capital Federal
10137639919;21/7/2004;0;9690;custom;mercadopago;Capital Federal;Capital Federal
10137653282;21/7/2004;0;7790;oca;mercadopago;Rio Negro;Capital Federal
10137796020;21/7/2004;0;9690;branch;mercadopago;Capital Federal;Capital Federal
10138150312;21/7/2004;300;3723;custom;mercadopago;Capital Federal;Capital Federal
10138234078;21/7/2004;0;9690;oca;mercadopago;Buenos Aires;Capital Federal
10138265818;21/7/2005;397;4870;andreani;mercadopago;Gran Buenos Aires;Capital Federal
10138279848;21/7/2004;0;9290;andreani;mercadopago;Córdoba;Capital Federal
10138294016;21/7/2005;0;9849;andreani;mercadopago;Santa Fe;Capital Federal
10138320535;21/7/2004;397;3031;andreani;mercadopago;Gran Buenos Aires;Capital Federal
10138355311;21/7/2004;570;6260;andreani;mercadopago;Neuquén;Capital Federal
10138405497;21/7/2005;0;7990;andreani;mercadopago;Gran Buenos Aires;Capital Federal
10138422678;21/7/2004;0;7990;oca;mercadopago;Buenos Aires;Capital Federal
10138533676;21/7/2004;0;7790;andreani;mercadopago;Entre Ríos;Capital Federal
10138658980;21/7/2004;0;9290;andreani;mercadopago;Gran Buenos Aires;Capital Federal
10138856941;21/7/2004;0;7990;andreani;mercadopago;Rio Negro;Capital Federal
10138895834;21/7/2011;0;9690;andreani;mercadopago;Gran Buenos Aires;Capital Federal
10138955174;21/7/2005;397;3109;andreani;mercadopago;Gran Buenos Aires;Capital Federal
10139191499;21/7/2004;0;8190;oca;mercadopago;Neuquén;Capital Federal
10139273425;21/7/2004;300;3012;custom;mercadopago;Capital Federal;Capital Federal
10139336744;21/7/2004;570;8560;custom;mercadopago;Gran Buenos Aires;Capital Federal
10139398775;21/7/2004;0;7790;andreani;mercadopago;Buenos Aires;Capital Federal
10139545354;21/7/2005;0;9690;andreani;mercadopago;Buenos Aires;Capital Federal
10139577623;21/7/2004;0;16880;oca;mercadopago;Rio Negro;Capital Federal
10139762773;21/7/2005;0;8190;oca;mercadopago;Buenos Aires;Capital Federal
10139781334;21/7/2004;300;690;custom;mercadopago;Capital Federal;Capital Federal
10139855210;21/7/2004;0;7890;oca;mercadopago;Santa Fe;Capital Federal
10139909283;21/7/2004;300;5790;custom;mercadopago;Capital Federal;Capital Federal
10140418112;21/7/2005;463;3175;andreani;mercadopago;Buenos Aires;Capital Federal
10140471656;21/7/2004;0;9690;oca;mercadopago;Rio Negro;Capital Federal
10140716215;21/7/2014;0;8590;oca;mercadopago;Rio Negro;Capital Federal
10140739813;21/7/2004;397;3820;andreani;mercadopago;Gran Buenos Aires;Capital Federal
10140895753;21/7/2004;511,14;6104;oca;mercadopago;Buenos Aires;Capital Federal
10141354994;21/7/2005;0;9290;andreani;mercadopago;Buenos Aires;Capital Federal
10141362032;21/7/2005;382;3315;andreani;mercadopago;Buenos Aires;Capital Federal
10141454653;21/7/2005;463;3175;andreani;mercadopago;Buenos Aires;Capital Federal
10141521491;21/7/2005;0;7990;andreani;mercadopago;Córdoba;Capital Federal
10141580624;21/7/2005;0;6392;andreani;mercadopago;Santiago del Estero;Capital Federal
10141630787;21/7/2005;0;8190;oca;mercadopago;Córdoba;Capital Federal
10324128887;21/7/2019;0;5878;custom;mercadopago;Capital Federal;Capital Federal
10324227143;21/7/2019;100;2660;custom;mercadopago;Capital Federal;Capital Federal
10324428485;21/7/2019;100;2769;custom;mercadopago;Capital Federal;Capital Federal
10324485387;21/7/2019;299;5751;custom;mercadopago;Gran Buenos Aires;Capital Federal
10324539138;21/7/2019;0;3956;custom;mercadopago;Capital Federal;Capital Federal
10324841473;21/7/2019;100;2658;custom;mercadopago;Capital Federal;Capital Federal
10324891406;21/7/2019;0;3550;custom;mercadopago;Capital Federal;Capital Federal
10325494144;21/7/2019;0;3290;custom;mercadopago;Capital Federal;Capital Federal
10325602957;21/7/2019;554,99;3330;mercado-envios;mercadopago;Santa Fe;Capital Federal
10325931834;21/7/2019;0;4580;branch;mercadopago;Gran Buenos Aires;Capital Federal
10326094973;21/7/2019;0;9875;custom;mercadopago;Capital Federal;Capital Federal
10326105369;21/7/2019;0;3455;custom;mercadopago;Capital Federal;Capital Federal
10326383968;21/7/2019;0;3913;custom;mercadopago;Capital Federal;Capital Federal
10326398113;21/7/2019;0;9210;branch;mercadopago;Buenos Aires;Capital Federal
10326521255;21/7/2019;0;1100;branch;mercadopago;Capital Federal;Capital Federal
10326994733;21/7/2019;0;3175;custom;mercadopago;Capital Federal;Capital Federal
10327017572;21/7/2019;100;2385;custom;mercadopago;Capital Federal;Capital Federal
10327077832;21/7/2019;100;3080;custom;mercadopago;Capital Federal;Capital Federal
10327236486;21/7/2020;0;29994;custom;mercadopago;Capital Federal;Capital Federal
10327360893;21/7/2020;0;6225;custom;mercadopago;Capital Federal;Capital Federal
10327395071;21/7/2021;0;1880;branch;mercadopago;Capital Federal;Capital Federal
10327479044;21/7/2021;0;7480;custom;mercadopago;Capital Federal;Capital Federal
10328137580;21/7/2019;0;5605;custom;mercadopago;Capital Federal;Capital Federal
10328343982;21/7/2019;0;3340;custom;mercadopago;Capital Federal;Capital Federal
10328356655;21/7/2019;0;3010;custom;mercadopago;Capital Federal;Capital Federal
10328982922;21/7/2019;0;1720;branch;mercadopago;Capital Federal;Capital Federal
10330386819;21/7/2020;0;6858;custom;mercadopago;Capital Federal;Capital Federal
10330432635;21/7/2020;0;5205;custom;mercadopago;Capital Federal;Capital Federal
10330556168;21/7/2020;100;2600;custom;mercadopago;Capital Federal;Capital Federal
10331190715;21/7/2020;0;6600;custom;mercadopago;Capital Federal;Capital Federal
10331787864;21/7/2020;0;7065;custom;mercadopago;Capital Federal;Capital Federal
10333060477;21/7/2020;299;1597;custom;mercadopago;Gran Buenos Aires;Capital Federal
10333681707;21/7/2020;160;1650;custom;mercadopago;Capital Federal;Capital Federal
10333809242;21/7/2020;299;1889;custom;mercadopago;Gran Buenos Aires;Capital Federal
10333869364;21/7/2020;175;7287;custom;mercadopago;Gran Buenos Aires;Capital Federal
10334068935;21/7/2020;0;4570;custom;mercadopago;Capital Federal;Capital Federal
10334280144;21/7/2020;100;1810;custom;mercadopago;Capital Federal;Capital Federal
10334750793;21/7/2020;0;4165;custom;mercadopago;Capital Federal;Capital Federal
10335650668;21/7/2022;0;1880;branch;mercadopago;Gran Buenos Aires;Capital Federal
10335841361;21/7/2020;0;1278;branch;mercadopago;Capital Federal;Capital Federal
10336107770;21/7/2020;0;3690;custom;mercadopago;Capital Federal;Capital Federal
10336468686;21/7/2020;0;1250;branch;mercadopago;Capital Federal;Capital Federal
10336475287;21/7/2020;0;5850;custom;mercadopago;Capital Federal;Capital Federal
10336495573;21/7/2020;0;3253;branch;mercadopago;Capital Federal;Capital Federal
10336952077;21/7/2020;0;897;branch;mercadopago;Capital Federal;Capital Federal
10337404303;21/7/2020;175;4249;custom;mercadopago;Gran Buenos Aires;Capital Federal
10337518429;21/7/2020;0;3523;custom;mercadopago;Capital Federal;Capital Federal
10337675933;21/7/2020;0;1279;branch;mercadopago;Capital Federal;Capital Federal
10337805262;21/7/2020;100;1980;custom;mercadopago;Capital Federal;Capital Federal
10337951128;21/7/2021;0;4195;custom;mercadopago;Capital Federal;Capital Federal
10337983788;21/7/2020;160;979;custom;mercadopago;Capital Federal;Capital Federal
10338114359;21/7/2021;0;3285;custom;mercadopago;Capital Federal;Capital Federal
10338550324;21/7/2020;100;2285;custom;mercadopago;Capital Federal;Capital Federal
10338634596;21/7/2020;0;3020;custom;mercadopago;Capital Federal;Capital Federal
10338680205;21/7/2020;0;3633;branch;mercadopago;Capital Federal;Capital Federal
10338783314;21/7/2020;160;323;custom;mercadopago;Capital Federal;Capital Federal
10338878373;21/7/2020;100;2375;custom;mercadopago;Capital Federal;Capital Federal
10339176499;21/7/2020;0;5190;branch;mercadopago;Capital Federal;Capital Federal
10339282138;21/7/2020;0;3604;custom;mercadopago;Capital Federal;Capital Federal
10339557195;21/7/2020;0;959;branch;mercadopago;Capital Federal;Capital Federal
10339617409;21/7/2020;0;3235;custom;mercadopago;Capital Federal;Capital Federal
10230607943;21/7/2012;0;4920;branch;mercadopago;Gran Buenos Aires;Capital Federal
10230641707;21/7/2012;0;7380;branch;mercadopago;Gran Buenos Aires;Capital Federal
10230692008;21/7/2012;0;10080;branch;custom;Capital Federal;Capital Federal
10230743505;21/7/2012;0;4920;branch;mercadopago;Capital Federal;Capital Federal
10230813816;21/7/2012;0;2460;branch;mercadopago;Capital Federal;Capital Federal
10230835390;21/7/2012;0;4920;branch;mercadopago;Capital Federal;Capital Federal
10231101040;21/7/2012;0;5040;branch;mercadopago;Capital Federal;Capital Federal
10231366713;21/7/2012;0;5820;branch;mercadopago;Gran Buenos Aires;Capital Federal
10231805346;21/7/2012;0;4920;branch;mercadopago;Capital Federal;Capital Federal
10232080817;21/7/2012;0;5840;branch;mercadopago;Capital Federal;Capital Federal
10232212561;21/7/2012;320;9500;111695;mercadopago;Capital Federal;Capital Federal
10232258147;21/7/2012;0;13440;branch;mercadopago;Gran Buenos Aires;Capital Federal
10232346536;21/7/2012;0;9480;branch;mercadopago;Gran Buenos Aires;Capital Federal
10232369536;21/7/2012;790;24070;111695;mercadopago;Santa Fe;Capital Federal
10232552156;21/7/2012;0;2460;branch;mercadopago;Gran Buenos Aires;Capital Federal
10232661199;21/7/2012;1800;46110;111695;mercadopago;Rio Negro;Capital Federal
10232717848;21/7/2012;0;9180;branch;mercadopago;Gran Buenos Aires;Capital Federal
10233302002;21/7/2012;0;2460;branch;mercadopago;Gran Buenos Aires;Capital Federal
10233540880;21/7/2012;320;6740;111695;mercadopago;Capital Federal;Capital Federal
10234284861;21/7/2013;0;8520;branch;mercadopago;Capital Federal;Capital Federal
10234660888;21/7/2012;0;5160;branch;mercadopago;Gran Buenos Aires;Capital Federal
10235291410;21/7/2012;0;10740;branch;mercadopago;Capital Federal;Capital Federal
10236953804;21/7/2012;0;2460;branch;mercadopago;Gran Buenos Aires;Capital Federal
10237339422;21/7/2013;0;8610;branch;mercadopago;Capital Federal;Capital Federal
10238071834;21/7/2012;0;5820;branch;mercadopago;Gran Buenos Aires;Capital Federal
10238458579;21/7/2012;0;4920;branch;mercadopago;Capital Federal;Capital Federal
10238531673;21/7/2012;0;7380;branch;mercadopago;Capital Federal;Capital Federal
10238587586;21/7/2012;0;13440;branch;mercadopago;Capital Federal;Capital Federal
10242264113;21/7/2013;700;6580;custom;mercadopago;Capital Federal;Capital Federal
10242464397;21/7/2013;0;8600;branch;mercadopago;Capital Federal;Capital Federal
10245472291;21/7/2013;0;5820;branch;mercadopago;Capital Federal;Capital Federal
10247102991;21/7/2013;0;3360;branch;mercadopago;Capital Federal;Capital Federal
10247335728;21/7/2013;0;9840;branch;mercadopago;Capital Federal;Capital Federal
10247501052;21/7/2013;0;16680;branch;mercadopago;Capital Federal;Capital Federal
10250333410;21/7/2013;850;8250;custom;mercadopago;Capital Federal;Capital Federal
10251497417;21/7/2013;0;14340;branch;mercadopago;Capital Federal;Capital Federal
10251885036;21/7/2013;0;7380;branch;mercadopago;Capital Federal;Capital Federal
10262032590;21/7/2014;0;3480;branch;mercadopago;Gran Buenos Aires;Capital Federal
10267308376;21/7/2014;0;38700;branch;mercadopago;Gran Buenos Aires;Capital Federal
10292105596;21/7/2020;0;47850;branch;mercadopago;Capital Federal;Capital Federal
10299705440;21/7/2019;0;44580;branch;mercadopago;Capital Federal;Capital Federal
10299939143;21/7/2017;0;10000;branch;mercadopago;Gran Buenos Aires;Capital Federal
10334056745;21/7/2020;0;46680;branch;mercadopago;Capital Federal;Capital Federal
10381370321;21/7/2024;1158;8838;111695;mercadopago;Buenos Aires;Capital Federal
9942239739;21/7/2016;0;15600;custom;mercadopago;Santa Fe;Santa Fe
9982190647;21/7/2004;0;4380;branch;mercadopago;Santa Fe;Santa Fe
10011301724;21/7/2006;0;1100;custom;mercadopago;Santa Fe;Santa Fe
10101451052;21/7/2001;0;5000;branch;mercadopago;Santa Fe;Santa Fe
10102026190;21/7/2001;0;3200;custom;mercadopago;Santa Fe;Santa Fe
10106227577;21/7/2002;0;20730;custom;mercadopago;Buenos Aires;Santa Fe
10110342806;21/7/2002;0;2100;custom;mercadopago;Santa Fe;Santa Fe
10110484992;21/7/2002;0;6150;branch;mercadopago;Santa Fe;Santa Fe
10115303745;21/7/2002;0;3500;branch;mercadopago;Santa Fe;Santa Fe
10121999413;21/7/2003;0;2180;custom;mercadopago;Santa Fe;Santa Fe
10124640066;21/7/2004;0;8400;branch;mercadopago;Santa Fe;Santa Fe
10132304609;21/7/2004;0;9800;custom;mercadopago;Santa Fe;Santa Fe
10132668699;21/7/2004;0;650;branch;mercadopago;Santa Fe;Santa Fe
10155470186;21/7/2006;0;2100;branch;mercadopago;Santa Fe;Santa Fe
10163341660;21/7/2006;0;1300;custom;mercadopago;Santa Fe;Santa Fe
10178646849;21/7/2007;0;5200;branch;mercadopago;Santa Fe;Santa Fe
10181273886;21/7/2007;0;5800;branch;mercadopago;Santa Fe;Santa Fe
10198386438;21/7/2009;0;4800;branch;mercadopago;Santa Fe;Santa Fe
